year,Month,Make,Model,Units Sold
2018,3,GMC,Yukon,"3,257"
2018,4,GMC,Yukon,"6,507"
2018,5,GMC,Yukon,"6,507"
2018,6,GMC,Yukon,"6,507"
2018,7,GMC,Yukon,"6,599"
2018,8,GMC,Yukon,"7,424"
2018,9,GMC,Yukon,"6,874"
2018,10,GMC,Yukon,"8,565"
2018,11,GMC,Yukon,"8,236"
2018,12,GMC,Yukon,"8,565"
2019,1,GMC,Canyon,"2,288"
2019,2,GMC,Canyon,"2,196"
2019,3,GMC,Canyon,"2,471"
2019,4,GMC,Canyon,"3,870"
2019,5,GMC,Canyon,"4,466"
2019,6,GMC,Canyon,"3,573"
2019,7,GMC,Canyon,"2,446"
2019,8,GMC,Canyon,"2,740"
2019,9,GMC,Canyon,"2,251"
2019,10,GMC,Canyon,"2,149"
2019,11,GMC,Canyon,"2,228"
2019,12,GMC,Canyon,"2,148"
2019,1,GMC,Sierra,"13,338"
2019,2,GMC,Sierra,"12,804"
2019,3,GMC,Sierra,"14,405"
2019,4,GMC,Sierra,"18,478"
2019,5,GMC,Sierra,"21,322"
2019,6,GMC,Sierra,"17,057"
2019,7,GMC,Sierra,"21,776"
2019,8,GMC,Sierra,"24,389"
2019,9,GMC,Sierra,"20,034"
2019,10,GMC,Sierra,"22,629"
2019,11,GMC,Sierra,"23,465"
2019,12,GMC,Sierra,"22,628"
2019,1,GMC,Yukon,"4,917"
2019,2,GMC,Yukon,"4,720"
2019,3,GMC,Yukon,"5,310"
2019,4,GMC,Yukon,"6,507"
2019,5,GMC,Yukon,"7,509"
2019,6,GMC,Yukon,"6,007"
2019,7,GMC,Yukon,"6,163"
2019,8,GMC,Yukon,"6,903"
2019,9,GMC,Yukon,"5,670"
2019,10,GMC,Yukon,"6,904"
2019,11,GMC,Yukon,"7,159"
2019,12,GMC,Yukon,"6,903"
2020,1,GMC,Canyon,"1,456"
2020,2,GMC,Canyon,"1,885"
2020,3,GMC,Canyon,"1,142"
2020,4,GMC,Canyon,941
2020,5,GMC,Canyon,"2,090"
2020,6,GMC,Canyon,"2,195"
2020,7,GMC,Canyon,"2,270"
2020,8,GMC,Canyon,"2,018"
2020,9,GMC,Canyon,"2,186"
2020,10,GMC,Canyon,"3,039"
2020,11,GMC,Canyon,"2,496"
2020,12,GMC,Canyon,"3,473"
2020,1,GMC,Sierra,"17,217"
2020,2,GMC,Sierra,"22,290"
2020,3,GMC,Sierra,"13,501"
2020,4,GMC,Sierra,"9,688"
2020,5,GMC,Sierra,"21,530"
2020,6,GMC,Sierra,"22,606"
2020,7,GMC,Sierra,"23,778"
2020,8,GMC,Sierra,"21,136"
2020,9,GMC,Sierra,"22,898"
2020,10,GMC,Sierra,"26,438"
2020,11,GMC,Sierra,"21,717"
2020,12,GMC,Sierra,"30,215"
2020,1,GMC,Yukon,"4,569"
2020,2,GMC,Yukon,"5,915"
2020,3,GMC,Yukon,"3,583"
2020,4,GMC,Yukon,"1,898"
2020,5,GMC,Yukon,"4,217"
2020,6,GMC,Yukon,"4,428"
2020,7,GMC,Yukon,"4,935"
2020,8,GMC,Yukon,"4,386"
2020,9,GMC,Yukon,"4,752"
2020,10,GMC,Yukon,"8,352"
2020,11,GMC,Yukon,"6,861"
2020,12,GMC,Yukon,"9,546"
2021,1,GMC,Canyon,"2,286"
2021,2,GMC,Canyon,"2,286"
2021,3,GMC,Canyon,"2,572"
2021,4,GMC,Canyon,"1,805"
2021,5,GMC,Canyon,"1,736"
2021,6,GMC,Canyon,"1,805"
2021,7,GMC,Canyon,"1,849"
2021,8,GMC,Canyon,"1,781"
2021,9,GMC,Canyon,"1,849"
2021,10,GMC,Canyon,"2,052"
2021,11,GMC,Canyon,"2,052"
2021,12,GMC,Canyon,"2,052"
2021,1,GMC,Sierra,"20,133"
2021,2,GMC,Sierra,"20,133"
2021,3,GMC,Sierra,"22,650"
2021,4,GMC,Sierra,"25,492"
2021,5,GMC,Sierra,"24,511"
2021,6,GMC,Sierra,"25,492"
2021,7,GMC,Sierra,"17,811"
2021,8,GMC,Sierra,"17,152"
2021,9,GMC,Sierra,"17,811"
2021,10,GMC,Sierra,"19,246"
2021,11,GMC,Sierra,"19,246"
2021,12,GMC,Sierra,"19,246"
2021,1,GMC,Yukon,"5,907"
2021,2,GMC,Yukon,"5,907"
2021,3,GMC,Yukon,"6,645"
2021,4,GMC,Yukon,"8,056"
2021,5,GMC,Yukon,"7,746"
2021,6,GMC,Yukon,"8,056"
2021,7,GMC,Yukon,"5,882"
2021,8,GMC,Yukon,"5,664"
2021,9,GMC,Yukon,"5,882"
2021,10,GMC,Yukon,"8,166"
2021,11,GMC,Yukon,"8,166"
2021,12,GMC,Yukon,"8,166"
